14 6000000 2.035
14 7000000 2.863
14 8000000 2.702
14 9000000 3.315
14 10000000 3.301
14 20000000 6.065
14 30000000 7.912
14 40000000 8.935
14 50000000 9.786
15 1000000 0.873
15 2000000 1.158
15 3000000 1.564
15 4000000 1.374
15 5000000 2.294
15 6000000 2.326
15 7000000 3.13
15 8000000 2.711
15 9000000 3.379
15 10000000 3.609
15 20000000 6.133
15 30000000 7.741
15 40000000 8.515
15 50000000 9.278
16 1000000 0.724
16 2000000 1.14
16 3000000 1.799
16 4000000 1.442
16 5000000 2.358
16 6000000 2.477
16 7000000 3.099
16 8000000 3.225
16 9000000 3.332
16 10000000 3.744
16 20000000 6.513
16 30000000 8.238
16 40000000 8.581
16 50000000 9.784
17 1000000 0.689
17 2000000 1.091
17 3000000 1.855
17 4000000 1.623
17 5000000 2.564
17 6000000 2.53
17 7000000 3.501
17 8000000 3.07
17 9000000 3.326
17 10000000 3.212
17 20000000 6.224
17 30000000 8.573
17 40000000 9.328
17 50000000 9.779
18 1000000 0.885
18 2000000 0.892
18 3000000 1.813
18 4000000 1.766
18 5000000 2.422
18 6000000 2.525
18 7000000 3.612
18 8000000 3.077
18 9000000 3.501
18 10000000 3.607
18 20000000 6.282
18 30000000 7.907
18 40000000 8.3
18 50000000 9.341
19 1000000 0.853
19 2000000 0.862
19 3000000 1.676
19 4000000 1.809
19 5000000 2.185
19 6000000 2.764
19 7000000 3.468
19 8000000 3.095
19 9000000 3.629
19 10000000 3.985
19 20000000 6.572
19 30000000 8.057
19 40000000 8.332
19 50000000 9.746
20 1000000 0.851
20 2000000 0.882
20 3000000 1.735
20 4000000 1.553
20 5000000 2.381
20 6000000 2.504
20 7000000 3.373
20 8000000 3.267
20 9000000 3.669
20 10000000 4.061
20 20000000 6.654
20 30000000 8.191
20 40000000 9.283
20 50000000 9.833
21 1000000 0.803
21 2000000 1.008
21 3000000 1.684
21 4000000 1.442
21 5000000 2.592
21 6000000 2.816
21 7000000 3.544
21 8000000 3.21
21 9000000 3.777
21 10000000 3.976
21 20000000 6.504
21 30000000 8.238
21 40000000 8.756
21 50000000 9.501
22 1000000 0.677
22 2000000 0.925
22 3000000 1.833
22 4000000 1.546
22 5000000 2.367
22 6000000 2.355
22 7000000 3.42
22 8000000 3.366
22 9000000 3.336
22 10000000 3.842
22 20000000 6.559
22 30000000 7.903
22 40000000 8.908
22 50000000 9.138
